N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,470,0,0
2,0,470,0,0
3,0,470,0,0
4,0,470,0,0
5,0,469,0,1
6,0,463,0,7
7,0,459,0,11
8,0,447,0,23
9,0,429,0,41
10,0,404,0,66
11,0,377,0,93
12,0,345,0,125
13,0,318,0,152
14,0,281,0,189
15,0,257,0,213
16,0,233,0,237
17,0,221,0,249
18,0,201,0,269
19,0,185,0,285
20,0,168,0,302
21,0,148,0,322
22,0,140,0,330
23,0,132,0,338
24,0,124,0,346
25,0,114,0,356
26,0,108,0,362
27,0,105,0,365
28,0,99,0,371
29,0,91,0,379
30,0,87,0,383
31,0,77,0,393
32,0,71,0,399
33,0,64,0,406
34,0,58,0,412
35,0,48,0,422
36,0,44,0,426
37,0,41,0,429
38,0,35,0,435
39,0,32,0,438
40,0,26,0,444
41,0,22,0,448
42,0,20,0,450
43,0,18,0,452
44,0,16,0,454
45,0,15,0,455
46,0,13,0,457
47,0,11,0,459
48,0,8,0,462
49,0,7,0,463
50,0,6,0,464
51,0,5,0,465
52,0,3,0,467
53,0,2,0,468
54,0,2,0,468
55,0,2,0,468
56,0,2,0,468
57,0,2,0,468
58,0,1,0,469
59,0,1,0,469
60,0,1,0,469
61,0,1,0,469
62,0,0,0,470
63,0,0,0,470
64,0,0,0,470
65,0,0,0,470
66,0,0,0,470
67,0,0,0,470
68,0,0,0,470
69,0,0,0,470
70,0,0,0,470
71,0,0,0,470
72,0,0,0,470
73,0,0,0,470
74,0,0,0,470
75,0,0,0,470
76,0,0,0,470
77,0,0,0,470
78,0,0,0,470
79,0,0,0,470
80,0,0,0,470
81,0,0,0,470
82,0,0,0,470
83,0,0,0,470
84,0,0,0,470
85,0,0,0,470
86,0,0,0,470
87,0,0,0,470
88,0,0,0,470
89,0,0,0,470
90,0,0,0,470
91,0,0,0,470
92,0,0,0,470
93,0,0,0,470
94,0,0,0,470
95,0,0,0,470
96,0,0,0,470
97,0,0,0,470
98,0,0,0,470
99,0,0,0,470
