N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,394,0,76
2,0,367,0,103
3,0,353,0,117
4,0,343,0,127
5,0,334,0,136
6,0,321,0,149
7,0,306,0,164
8,0,297,0,173
9,0,283,0,187
10,0,276,0,194
11,0,263,0,207
12,0,249,0,221
13,0,239,0,231
14,0,234,0,236
15,0,224,0,246
16,0,214,0,256
17,0,198,0,272
18,0,183,0,287
19,0,168,0,302
20,0,160,0,310
21,0,149,0,321
22,0,137,0,333
23,0,128,0,342
24,0,122,0,348
25,0,113,0,357
26,0,106,0,364
27,0,99,0,371
28,0,88,0,382
29,0,81,0,389
30,0,77,0,393
31,0,66,0,404
32,0,61,0,409
33,0,56,0,414
34,0,53,0,417
35,0,49,0,421
36,0,40,0,430
37,0,33,0,437
38,0,28,0,442
39,0,21,0,449
40,0,18,0,452
41,0,13,0,457
42,0,11,0,459
43,0,10,0,460
44,0,10,0,460
45,0,9,0,461
46,0,7,0,463
47,0,7,0,463
48,0,6,0,464
49,0,5,0,465
50,0,3,0,467
51,0,3,0,467
52,0,3,0,467
53,0,2,0,468
54,0,1,0,469
55,0,1,0,469
56,0,1,0,469
57,0,1,0,469
58,0,1,0,469
59,0,1,0,469
60,0,1,0,469
61,0,1,0,469
62,0,0,0,470
63,0,0,0,470
64,0,0,0,470
65,0,0,0,470
66,0,0,0,470
67,0,0,0,470
68,0,0,0,470
69,0,0,0,470
70,0,0,0,470
71,0,0,0,470
72,0,0,0,470
73,0,0,0,470
74,0,0,0,470
75,0,0,0,470
76,0,0,0,470
77,0,0,0,470
78,0,0,0,470
79,0,0,0,470
80,0,0,0,470
81,0,0,0,470
82,0,0,0,470
83,0,0,0,470
84,0,0,0,470
85,0,0,0,470
86,0,0,0,470
87,0,0,0,470
88,0,0,0,470
89,0,0,0,470
90,0,0,0,470
91,0,0,0,470
92,0,0,0,470
93,0,0,0,470
94,0,0,0,470
95,0,0,0,470
96,0,0,0,470
97,0,0,0,470
98,0,0,0,470
99,0,0,0,470
