N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,470,0,0
2,0,469,0,1
3,0,468,0,2
4,0,464,0,6
5,0,458,0,12
6,0,444,0,26
7,0,427,0,43
8,0,403,0,67
9,0,380,0,90
10,0,363,0,107
11,0,338,0,132
12,0,315,0,155
13,0,296,0,174
14,0,281,0,189
15,0,265,0,205
16,0,254,0,216
17,0,243,0,227
18,0,224,0,246
19,0,211,0,259
20,0,199,0,271
21,0,192,0,278
22,0,173,0,297
23,0,158,0,312
24,0,143,0,327
25,0,133,0,337
26,0,121,0,349
27,0,109,0,361
28,0,100,0,370
29,0,88,0,382
30,0,76,0,394
31,0,64,0,406
32,0,54,0,416
33,0,47,0,423
34,0,41,0,429
35,0,37,0,433
36,0,32,0,438
37,0,28,0,442
38,0,23,0,447
39,0,20,0,450
40,0,13,0,457
41,0,11,0,459
42,0,10,0,460
43,0,9,0,461
44,0,8,0,462
45,0,8,0,462
46,0,6,0,464
47,0,4,0,466
48,0,3,0,467
49,0,2,0,468
50,0,1,0,469
51,0,1,0,469
52,0,1,0,469
53,0,0,0,470
54,0,0,0,470
55,0,0,0,470
56,0,0,0,470
57,0,0,0,470
58,0,0,0,470
59,0,0,0,470
60,0,0,0,470
61,0,0,0,470
62,0,0,0,470
63,0,0,0,470
64,0,0,0,470
65,0,0,0,470
66,0,0,0,470
67,0,0,0,470
68,0,0,0,470
69,0,0,0,470
70,0,0,0,470
71,0,0,0,470
72,0,0,0,470
73,0,0,0,470
74,0,0,0,470
75,0,0,0,470
76,0,0,0,470
77,0,0,0,470
78,0,0,0,470
79,0,0,0,470
80,0,0,0,470
81,0,0,0,470
82,0,0,0,470
83,0,0,0,470
84,0,0,0,470
85,0,0,0,470
86,0,0,0,470
87,0,0,0,470
88,0,0,0,470
89,0,0,0,470
90,0,0,0,470
91,0,0,0,470
92,0,0,0,470
93,0,0,0,470
94,0,0,0,470
95,0,0,0,470
96,0,0,0,470
97,0,0,0,470
98,0,0,0,470
99,0,0,0,470
