N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,278,0,43
2,0,228,0,93
3,0,197,0,124
4,0,183,0,138
5,0,173,0,148
6,0,160,0,161
7,0,149,0,172
8,0,138,0,183
9,0,125,0,196
10,0,118,0,203
11,0,110,0,211
12,0,98,0,223
13,0,92,0,229
14,0,85,0,236
15,0,79,0,242
16,0,73,0,248
17,0,62,0,259
18,0,56,0,265
19,0,51,0,270
20,0,41,0,280
21,0,33,0,288
22,0,27,0,294
23,0,25,0,296
24,0,22,0,299
25,0,19,0,302
26,0,13,0,308
27,0,11,0,310
28,0,10,0,311
29,0,10,0,311
30,0,9,0,312
31,0,5,0,316
32,0,5,0,316
33,0,4,0,317
34,0,3,0,318
35,0,3,0,318
36,0,3,0,318
37,0,3,0,318
38,0,3,0,318
39,0,2,0,319
40,0,2,0,319
41,0,2,0,319
42,0,1,0,320
43,0,1,0,320
44,0,1,0,320
45,0,1,0,320
46,0,1,0,320
47,0,1,0,320
48,0,1,0,320
49,0,1,0,320
50,0,0,0,321
51,0,0,0,321
