N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,250,0,71
2,0,230,0,91
3,0,220,0,101
4,0,211,0,110
5,0,198,0,123
6,0,193,0,128
7,0,179,0,142
8,0,167,0,154
9,0,163,0,158
10,0,154,0,167
11,0,148,0,173
12,0,137,0,184
13,0,130,0,191
14,0,116,0,205
15,0,103,0,218
16,0,94,0,227
17,0,83,0,238
18,0,77,0,244
19,0,74,0,247
20,0,69,0,252
21,0,63,0,258
22,0,57,0,264
23,0,51,0,270
24,0,49,0,272
25,0,49,0,272
26,0,46,0,275
27,0,41,0,280
28,0,37,0,284
29,0,33,0,288
30,0,31,0,290
31,0,30,0,291
32,0,26,0,295
33,0,25,0,296
34,0,24,0,297
35,0,23,0,298
36,0,23,0,298
37,0,19,0,302
38,0,16,0,305
39,0,14,0,307
40,0,13,0,308
41,0,13,0,308
42,0,12,0,309
43,0,11,0,310
44,0,10,0,311
45,0,10,0,311
46,0,8,0,313
47,0,8,0,313
48,0,8,0,313
49,0,7,0,314
50,0,6,0,315
51,0,5,0,316
52,0,4,0,317
53,0,4,0,317
54,0,3,0,318
55,0,3,0,318
56,0,3,0,318
57,0,3,0,318
58,0,3,0,318
59,0,3,0,318
60,0,2,0,319
61,0,2,0,319
62,0,1,0,320
63,0,1,0,320
64,0,1,0,320
65,0,1,0,320
66,0,1,0,320
67,0,0,0,321
68,0,0,0,321
69,0,0,0,321
70,0,0,0,321
71,0,0,0,321
72,0,0,0,321
73,0,0,0,321
74,0,0,0,321
75,0,0,0,321
76,0,0,0,321
77,0,0,0,321
78,0,0,0,321
79,0,0,0,321
80,0,0,0,321
81,0,0,0,321
82,0,0,0,321
83,0,0,0,321
84,0,0,0,321
85,0,0,0,321
86,0,0,0,321
87,0,0,0,321
88,0,0,0,321
89,0,0,0,321
90,0,0,0,321
91,0,0,0,321
92,0,0,0,321
93,0,0,0,321
94,0,0,0,321
95,0,0,0,321
96,0,0,0,321
97,0,0,0,321
98,0,0,0,321
99,0,0,0,321
