N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,114,0,207
2,0,59,0,262
3,0,42,0,279
4,0,37,0,284
5,0,35,0,286
6,0,30,0,291
7,0,26,0,295
8,0,25,0,296
9,0,24,0,297
10,0,19,0,302
11,0,19,0,302
12,0,18,0,303
13,0,17,0,304
14,0,16,0,305
15,0,15,0,306
16,0,14,0,307
17,0,13,0,308
18,0,13,0,308
19,0,12,0,309
20,0,12,0,309
21,0,12,0,309
22,0,12,0,309
23,0,12,0,309
24,0,11,0,310
25,0,10,0,311
26,0,10,0,311
27,0,9,0,312
28,0,9,0,312
29,0,9,0,312
30,0,9,0,312
31,0,9,0,312
32,0,9,0,312
33,0,8,0,313
34,0,8,0,313
35,0,7,0,314
36,0,6,0,315
37,0,6,0,315
38,0,5,0,316
39,0,5,0,316
40,0,4,0,317
41,0,3,0,318
42,0,2,0,319
43,0,2,0,319
44,0,2,0,319
45,0,2,0,319
46,0,2,0,319
47,0,2,0,319
48,0,2,0,319
49,0,1,0,320
50,0,1,0,320
51,0,0,0,321
