N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,1,469,0,0
1,0,306,1,163
2,0,229,1,240
3,0,176,1,293
4,0,148,1,321
5,0,129,1,340
6,0,110,1,359
7,0,96,1,373
8,0,80,1,389
9,0,70,1,399
10,0,60,1,409
11,0,52,1,417
12,0,46,1,423
13,0,33,1,436
14,0,26,1,443
15,0,17,1,452
16,0,14,1,455
17,0,7,1,462
18,0,7,1,462
19,0,4,1,465
20,0,1,1,468
21,0,0,1,469
22,0,0,1,469
23,0,0,1,469
24,0,0,1,469
25,0,0,1,469
26,0,0,1,469
27,0,0,1,469
28,0,0,1,469
29,0,0,1,469
30,0,0,1,469
31,0,0,1,469
32,0,0,1,469
33,0,0,1,469
34,0,0,1,469
35,0,0,1,469
36,0,0,1,469
37,0,0,1,469
38,0,0,1,469
39,0,0,1,469
40,0,0,1,469
41,0,0,1,469
42,0,0,1,469
43,0,0,1,469
44,0,0,1,469
45,0,0,1,469
46,0,0,1,469
47,0,0,1,469
48,0,0,1,469
49,0,0,1,469
50,0,0,1,469
51,0,0,1,469
