N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,253,0,68
2,0,217,0,104
3,0,197,0,124
4,0,174,0,147
5,0,162,0,159
6,0,152,0,169
7,0,147,0,174
8,0,140,0,181
9,0,130,0,191
10,0,117,0,204
11,0,106,0,215
12,0,93,0,228
13,0,82,0,239
14,0,74,0,247
15,0,67,0,254
16,0,55,0,266
17,0,49,0,272
18,0,44,0,277
19,0,35,0,286
20,0,31,0,290
21,0,25,0,296
22,0,23,0,298
23,0,22,0,299
24,0,22,0,299
25,0,19,0,302
26,0,16,0,305
27,0,15,0,306
28,0,13,0,308
29,0,11,0,310
30,0,10,0,311
31,0,10,0,311
32,0,9,0,312
33,0,6,0,315
34,0,5,0,316
35,0,5,0,316
36,0,5,0,316
37,0,5,0,316
38,0,4,0,317
39,0,4,0,317
40,0,4,0,317
41,0,4,0,317
42,0,3,0,318
43,0,3,0,318
44,0,3,0,318
45,0,3,0,318
46,0,2,0,319
47,0,2,0,319
48,0,2,0,319
49,0,2,0,319
50,0,1,0,320
51,0,1,0,320
