N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,303,0,18
2,0,294,0,27
3,0,291,0,30
4,0,283,0,38
5,0,277,0,44
6,0,273,0,48
7,0,268,0,53
8,0,265,0,56
9,0,258,0,63
10,0,253,0,68
11,0,239,0,82
12,0,225,0,96
13,0,213,0,108
14,0,201,0,120
15,0,183,0,138
16,0,167,0,154
17,0,145,0,176
18,0,126,0,195
19,0,106,0,215
20,0,100,0,221
21,0,84,0,237
22,0,75,0,246
23,0,68,0,253
24,0,66,0,255
25,0,60,0,261
26,0,55,0,266
27,0,47,0,274
28,0,45,0,276
29,0,40,0,281
30,0,36,0,285
31,0,35,0,286
32,0,33,0,288
33,0,32,0,289
34,0,28,0,293
35,0,26,0,295
36,0,25,0,296
37,0,21,0,300
38,0,18,0,303
39,0,17,0,304
40,0,13,0,308
41,0,12,0,309
42,0,11,0,310
43,0,9,0,312
44,0,8,0,313
45,0,8,0,313
46,0,8,0,313
47,0,8,0,313
48,0,6,0,315
49,0,6,0,315
50,0,6,0,315
51,0,5,0,316
52,0,5,0,316
53,0,4,0,317
54,0,2,0,319
55,0,2,0,319
56,0,2,0,319
57,0,2,0,319
58,0,1,0,320
59,0,0,0,321
60,0,0,0,321
61,0,0,0,321
62,0,0,0,321
63,0,0,0,321
64,0,0,0,321
65,0,0,0,321
66,0,0,0,321
67,0,0,0,321
68,0,0,0,321
69,0,0,0,321
70,0,0,0,321
71,0,0,0,321
72,0,0,0,321
73,0,0,0,321
74,0,0,0,321
75,0,0,0,321
76,0,0,0,321
77,0,0,0,321
78,0,0,0,321
79,0,0,0,321
80,0,0,0,321
81,0,0,0,321
82,0,0,0,321
83,0,0,0,321
84,0,0,0,321
85,0,0,0,321
86,0,0,0,321
87,0,0,0,321
88,0,0,0,321
89,0,0,0,321
90,0,0,0,321
91,0,0,0,321
92,0,0,0,321
93,0,0,0,321
94,0,0,0,321
95,0,0,0,321
96,0,0,0,321
97,0,0,0,321
98,0,0,0,321
99,0,0,0,321
