N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,4,317,0,0
1,4,317,0,0
2,4,313,0,4
3,4,311,0,6
4,4,304,0,13
5,4,295,0,22
6,4,292,0,25
7,4,286,0,31
8,4,281,0,36
9,4,275,0,42
10,4,270,0,47
11,4,265,0,52
12,4,257,0,60
13,4,252,0,65
14,4,247,0,70
15,4,241,0,76
16,4,232,0,85
17,3,225,1,92
18,3,220,1,97
19,3,214,1,103
20,3,204,1,113
21,3,196,1,121
22,3,191,1,126
23,3,176,1,141
24,2,166,2,151
25,2,159,2,158
26,2,144,2,173
27,2,132,2,185
28,2,124,2,193
29,2,115,2,202
30,2,107,2,210
31,2,95,2,222
32,2,91,2,226
33,2,87,2,230
34,2,77,2,240
35,2,71,2,246
36,2,70,2,247
37,2,63,2,254
38,2,52,2,265
39,2,47,2,270
40,2,40,2,277
41,2,33,2,284
42,1,25,3,292
43,1,21,3,296
44,1,13,3,304
45,1,12,3,305
46,0,9,4,308
47,0,5,4,312
48,0,2,4,315
49,0,2,4,315
50,0,1,4,316
51,0,0,4,317
52,0,0,4,317
53,0,0,4,317
54,0,0,4,317
55,0,0,4,317
56,0,0,4,317
57,0,0,4,317
58,0,0,4,317
59,0,0,4,317
60,0,0,4,317
61,0,0,4,317
62,0,0,4,317
63,0,0,4,317
64,0,0,4,317
65,0,0,4,317
66,0,0,4,317
67,0,0,4,317
68,0,0,4,317
69,0,0,4,317
70,0,0,4,317
71,0,0,4,317
72,0,0,4,317
73,0,0,4,317
74,0,0,4,317
75,0,0,4,317
76,0,0,4,317
77,0,0,4,317
78,0,0,4,317
79,0,0,4,317
80,0,0,4,317
81,0,0,4,317
82,0,0,4,317
83,0,0,4,317
84,0,0,4,317
85,0,0,4,317
86,0,0,4,317
87,0,0,4,317
88,0,0,4,317
89,0,0,4,317
90,0,0,4,317
91,0,0,4,317
92,0,0,4,317
93,0,0,4,317
94,0,0,4,317
95,0,0,4,317
96,0,0,4,317
97,0,0,4,317
98,0,0,4,317
99,0,0,4,317
