N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,1,469,0,0
1,1,469,0,0
2,1,469,0,0
3,1,469,0,0
4,1,469,0,0
5,1,469,0,0
6,1,468,0,1
7,1,468,0,1
8,1,465,0,4
9,1,460,0,9
10,1,451,0,18
11,1,443,0,26
12,1,432,0,37
13,0,419,1,50
14,0,407,1,62
15,0,389,1,80
16,0,372,1,97
17,0,353,1,116
18,0,331,1,138
19,0,295,1,174
20,0,281,1,188
21,0,257,1,212
22,0,237,1,232
23,0,214,1,255
24,0,206,1,263
25,0,191,1,278
26,0,182,1,287
27,0,172,1,297
28,0,159,1,310
29,0,145,1,324
30,0,135,1,334
31,0,129,1,340
32,0,121,1,348
33,0,115,1,354
34,0,107,1,362
35,0,97,1,372
36,0,90,1,379
37,0,77,1,392
38,0,65,1,404
39,0,52,1,417
40,0,44,1,425
41,0,36,1,433
42,0,27,1,442
43,0,23,1,446
44,0,20,1,449
45,0,17,1,452
46,0,11,1,458
47,0,4,1,465
48,0,2,1,467
49,0,1,1,468
50,0,0,1,469
51,0,0,1,469
52,0,0,1,469
53,0,0,1,469
54,0,0,1,469
55,0,0,1,469
56,0,0,1,469
57,0,0,1,469
58,0,0,1,469
59,0,0,1,469
60,0,0,1,469
61,0,0,1,469
62,0,0,1,469
63,0,0,1,469
64,0,0,1,469
65,0,0,1,469
66,0,0,1,469
67,0,0,1,469
68,0,0,1,469
69,0,0,1,469
70,0,0,1,469
71,0,0,1,469
72,0,0,1,469
73,0,0,1,469
74,0,0,1,469
75,0,0,1,469
76,0,0,1,469
77,0,0,1,469
78,0,0,1,469
79,0,0,1,469
80,0,0,1,469
81,0,0,1,469
82,0,0,1,469
83,0,0,1,469
84,0,0,1,469
85,0,0,1,469
86,0,0,1,469
87,0,0,1,469
88,0,0,1,469
89,0,0,1,469
90,0,0,1,469
91,0,0,1,469
92,0,0,1,469
93,0,0,1,469
94,0,0,1,469
95,0,0,1,469
96,0,0,1,469
97,0,0,1,469
98,0,0,1,469
99,0,0,1,469
