N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,366,0,104
2,0,300,0,170
3,0,254,0,216
4,0,210,0,260
5,0,181,0,289
6,0,151,0,319
7,0,138,0,332
8,0,113,0,357
9,0,96,0,374
10,0,82,0,388
11,0,67,0,403
12,0,60,0,410
13,0,54,0,416
14,0,45,0,425
15,0,40,0,430
16,0,36,0,434
17,0,35,0,435
18,0,33,0,437
19,0,29,0,441
20,0,28,0,442
21,0,27,0,443
22,0,25,0,445
23,0,22,0,448
24,0,20,0,450
25,0,19,0,451
26,0,18,0,452
27,0,14,0,456
28,0,14,0,456
29,0,12,0,458
30,0,11,0,459
31,0,8,0,462
32,0,7,0,463
33,0,6,0,464
34,0,5,0,465
35,0,5,0,465
36,0,3,0,467
37,0,3,0,467
38,0,3,0,467
39,0,2,0,468
40,0,2,0,468
41,0,1,0,469
42,0,0,0,470
43,0,0,0,470
44,0,0,0,470
45,0,0,0,470
46,0,0,0,470
47,0,0,0,470
48,0,0,0,470
49,0,0,0,470
50,0,0,0,470
51,0,0,0,470
