N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,1,320,0,0
1,1,158,0,162
2,1,102,0,218
3,1,75,0,245
4,1,59,0,261
5,1,46,0,274
6,1,39,0,281
7,1,37,0,283
8,1,34,0,286
9,1,31,0,289
10,1,27,0,293
11,1,23,0,297
12,1,22,0,298
13,1,18,0,302
14,1,17,0,303
15,1,15,0,305
16,0,14,1,306
17,0,12,1,308
18,0,12,1,308
19,0,8,1,312
20,0,7,1,313
21,0,5,1,315
22,0,3,1,317
23,0,3,1,317
24,0,1,1,319
25,0,1,1,319
26,0,0,1,320
27,0,0,1,320
28,0,0,1,320
29,0,0,1,320
30,0,0,1,320
31,0,0,1,320
32,0,0,1,320
33,0,0,1,320
34,0,0,1,320
35,0,0,1,320
36,0,0,1,320
37,0,0,1,320
38,0,0,1,320
39,0,0,1,320
40,0,0,1,320
41,0,0,1,320
42,0,0,1,320
43,0,0,1,320
44,0,0,1,320
45,0,0,1,320
46,0,0,1,320
47,0,0,1,320
48,0,0,1,320
49,0,0,1,320
50,0,0,1,320
51,0,0,1,320
