N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,313,0,8
2,0,302,0,19
3,0,275,0,46
4,0,262,0,59
5,0,242,0,79
6,0,231,0,90
7,0,222,0,99
8,0,213,0,108
9,0,203,0,118
10,0,197,0,124
11,0,188,0,133
12,0,182,0,139
13,0,179,0,142
14,0,172,0,149
15,0,165,0,156
16,0,156,0,165
17,0,150,0,171
18,0,142,0,179
19,0,120,0,201
20,0,109,0,212
21,0,100,0,221
22,0,89,0,232
23,0,80,0,241
24,0,75,0,246
25,0,66,0,255
26,0,61,0,260
27,0,55,0,266
28,0,46,0,275
29,0,38,0,283
30,0,32,0,289
31,0,29,0,292
32,0,27,0,294
33,0,22,0,299
34,0,18,0,303
35,0,13,0,308
36,0,12,0,309
37,0,11,0,310
38,0,11,0,310
39,0,11,0,310
40,0,9,0,312
41,0,9,0,312
42,0,9,0,312
43,0,9,0,312
44,0,8,0,313
45,0,8,0,313
46,0,7,0,314
47,0,6,0,315
48,0,4,0,317
49,0,3,0,318
50,0,3,0,318
51,0,3,0,318
52,0,3,0,318
53,0,3,0,318
54,0,3,0,318
55,0,3,0,318
56,0,3,0,318
57,0,3,0,318
58,0,3,0,318
59,0,3,0,318
60,0,2,0,319
61,0,2,0,319
62,0,2,0,319
63,0,2,0,319
64,0,2,0,319
65,0,2,0,319
66,0,1,0,320
67,0,1,0,320
68,0,1,0,320
69,0,0,0,321
70,0,0,0,321
71,0,0,0,321
72,0,0,0,321
73,0,0,0,321
74,0,0,0,321
75,0,0,0,321
76,0,0,0,321
77,0,0,0,321
78,0,0,0,321
79,0,0,0,321
80,0,0,0,321
81,0,0,0,321
82,0,0,0,321
83,0,0,0,321
84,0,0,0,321
85,0,0,0,321
86,0,0,0,321
87,0,0,0,321
88,0,0,0,321
89,0,0,0,321
90,0,0,0,321
91,0,0,0,321
92,0,0,0,321
93,0,0,0,321
94,0,0,0,321
95,0,0,0,321
96,0,0,0,321
97,0,0,0,321
98,0,0,0,321
99,0,0,0,321
