N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,122,0,199
2,0,76,0,245
3,0,63,0,258
4,0,51,0,270
5,0,44,0,277
6,0,34,0,287
7,0,27,0,294
8,0,24,0,297
9,0,22,0,299
10,0,21,0,300
11,0,20,0,301
12,0,20,0,301
13,0,18,0,303
14,0,17,0,304
15,0,17,0,304
16,0,17,0,304
17,0,16,0,305
18,0,16,0,305
19,0,16,0,305
20,0,16,0,305
21,0,16,0,305
22,0,14,0,307
23,0,14,0,307
24,0,14,0,307
25,0,14,0,307
26,0,14,0,307
27,0,13,0,308
28,0,13,0,308
29,0,13,0,308
30,0,11,0,310
31,0,10,0,311
32,0,10,0,311
33,0,10,0,311
34,0,10,0,311
35,0,10,0,311
36,0,10,0,311
37,0,10,0,311
38,0,9,0,312
39,0,9,0,312
40,0,7,0,314
41,0,6,0,315
42,0,5,0,316
43,0,5,0,316
44,0,5,0,316
45,0,5,0,316
46,0,4,0,317
47,0,2,0,319
48,0,2,0,319
49,0,2,0,319
50,0,1,0,320
51,0,1,0,320
