N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,470,0,0
2,0,468,0,2
3,0,466,0,4
4,0,465,0,5
5,0,462,0,8
6,0,455,0,15
7,0,439,0,31
8,0,431,0,39
9,0,416,0,54
10,0,403,0,67
11,0,387,0,83
12,0,375,0,95
13,0,358,0,112
14,0,334,0,136
15,0,320,0,150
16,0,302,0,168
17,0,282,0,188
18,0,255,0,215
19,0,234,0,236
20,0,218,0,252
21,0,202,0,268
22,0,187,0,283
23,0,176,0,294
24,0,166,0,304
25,0,155,0,315
26,0,146,0,324
27,0,138,0,332
28,0,128,0,342
29,0,123,0,347
30,0,112,0,358
31,0,102,0,368
32,0,99,0,371
33,0,93,0,377
34,0,90,0,380
35,0,85,0,385
36,0,79,0,391
37,0,73,0,397
38,0,68,0,402
39,0,60,0,410
40,0,54,0,416
41,0,51,0,419
42,0,45,0,425
43,0,43,0,427
44,0,42,0,428
45,0,35,0,435
46,0,27,0,443
47,0,22,0,448
48,0,16,0,454
49,0,14,0,456
50,0,10,0,460
51,0,8,0,462
52,0,4,0,466
53,0,2,0,468
54,0,0,0,470
55,0,0,0,470
56,0,0,0,470
57,0,0,0,470
58,0,0,0,470
59,0,0,0,470
60,0,0,0,470
61,0,0,0,470
62,0,0,0,470
63,0,0,0,470
64,0,0,0,470
65,0,0,0,470
66,0,0,0,470
67,0,0,0,470
68,0,0,0,470
69,0,0,0,470
70,0,0,0,470
71,0,0,0,470
72,0,0,0,470
73,0,0,0,470
74,0,0,0,470
75,0,0,0,470
76,0,0,0,470
77,0,0,0,470
78,0,0,0,470
79,0,0,0,470
80,0,0,0,470
81,0,0,0,470
82,0,0,0,470
83,0,0,0,470
84,0,0,0,470
85,0,0,0,470
86,0,0,0,470
87,0,0,0,470
88,0,0,0,470
89,0,0,0,470
90,0,0,0,470
91,0,0,0,470
92,0,0,0,470
93,0,0,0,470
94,0,0,0,470
95,0,0,0,470
96,0,0,0,470
97,0,0,0,470
98,0,0,0,470
99,0,0,0,470
