N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,282,0,39
2,0,252,0,69
3,0,217,0,104
4,0,187,0,134
5,0,173,0,148
6,0,154,0,167
7,0,140,0,181
8,0,122,0,199
9,0,101,0,220
10,0,86,0,235
11,0,69,0,252
12,0,54,0,267
13,0,40,0,281
14,0,35,0,286
15,0,29,0,292
16,0,23,0,298
17,0,16,0,305
18,0,14,0,307
19,0,14,0,307
20,0,10,0,311
21,0,10,0,311
22,0,10,0,311
23,0,10,0,311
24,0,8,0,313
25,0,7,0,314
26,0,7,0,314
27,0,6,0,315
28,0,5,0,316
29,0,5,0,316
30,0,4,0,317
31,0,4,0,317
32,0,2,0,319
33,0,2,0,319
34,0,2,0,319
35,0,2,0,319
36,0,2,0,319
37,0,1,0,320
38,0,1,0,320
39,0,1,0,320
40,0,1,0,320
41,0,1,0,320
42,0,1,0,320
43,0,1,0,320
44,0,1,0,320
45,0,0,0,321
46,0,0,0,321
47,0,0,0,321
48,0,0,0,321
49,0,0,0,321
50,0,0,0,321
51,0,0,0,321
