N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,428,0,42
2,0,382,0,88
3,0,355,0,115
4,0,332,0,138
5,0,304,0,166
6,0,288,0,182
7,0,273,0,197
8,0,254,0,216
9,0,234,0,236
10,0,225,0,245
11,0,220,0,250
12,0,207,0,263
13,0,193,0,277
14,0,180,0,290
15,0,160,0,310
16,0,148,0,322
17,0,144,0,326
18,0,127,0,343
19,0,116,0,354
20,0,107,0,363
21,0,99,0,371
22,0,89,0,381
23,0,75,0,395
24,0,69,0,401
25,0,58,0,412
26,0,53,0,417
27,0,43,0,427
28,0,36,0,434
29,0,31,0,439
30,0,28,0,442
31,0,22,0,448
32,0,17,0,453
33,0,14,0,456
34,0,13,0,457
35,0,11,0,459
36,0,7,0,463
37,0,5,0,465
38,0,3,0,467
39,0,1,0,469
40,0,1,0,469
41,0,1,0,469
42,0,0,0,470
43,0,0,0,470
44,0,0,0,470
45,0,0,0,470
46,0,0,0,470
47,0,0,0,470
48,0,0,0,470
49,0,0,0,470
50,0,0,0,470
51,0,0,0,470
