N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,305,0,16
2,0,289,0,32
3,0,273,0,48
4,0,248,0,73
5,0,233,0,88
6,0,212,0,109
7,0,191,0,130
8,0,178,0,143
9,0,161,0,160
10,0,150,0,171
11,0,143,0,178
12,0,130,0,191
13,0,119,0,202
14,0,108,0,213
15,0,96,0,225
16,0,87,0,234
17,0,72,0,249
18,0,64,0,257
19,0,64,0,257
20,0,54,0,267
21,0,51,0,270
22,0,47,0,274
23,0,42,0,279
24,0,39,0,282
25,0,34,0,287
26,0,31,0,290
27,0,29,0,292
28,0,26,0,295
29,0,23,0,298
30,0,22,0,299
31,0,20,0,301
32,0,18,0,303
33,0,17,0,304
34,0,13,0,308
35,0,13,0,308
36,0,11,0,310
37,0,11,0,310
38,0,11,0,310
39,0,10,0,311
40,0,7,0,314
41,0,5,0,316
42,0,4,0,317
43,0,4,0,317
44,0,4,0,317
45,0,4,0,317
46,0,4,0,317
47,0,4,0,317
48,0,3,0,318
49,0,3,0,318
50,0,3,0,318
51,0,3,0,318
52,0,3,0,318
53,0,3,0,318
54,0,3,0,318
55,0,3,0,318
56,0,2,0,319
57,0,2,0,319
58,0,2,0,319
59,0,2,0,319
60,0,1,0,320
61,0,0,0,321
62,0,0,0,321
63,0,0,0,321
64,0,0,0,321
65,0,0,0,321
66,0,0,0,321
67,0,0,0,321
68,0,0,0,321
69,0,0,0,321
70,0,0,0,321
71,0,0,0,321
72,0,0,0,321
73,0,0,0,321
74,0,0,0,321
75,0,0,0,321
76,0,0,0,321
77,0,0,0,321
78,0,0,0,321
79,0,0,0,321
80,0,0,0,321
81,0,0,0,321
82,0,0,0,321
83,0,0,0,321
84,0,0,0,321
85,0,0,0,321
86,0,0,0,321
87,0,0,0,321
88,0,0,0,321
89,0,0,0,321
90,0,0,0,321
91,0,0,0,321
92,0,0,0,321
93,0,0,0,321
94,0,0,0,321
95,0,0,0,321
96,0,0,0,321
97,0,0,0,321
98,0,0,0,321
99,0,0,0,321
