N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,447,0,23
2,0,424,0,46
3,0,406,0,64
4,0,388,0,82
5,0,372,0,98
6,0,356,0,114
7,0,342,0,128
8,0,328,0,142
9,0,315,0,155
10,0,305,0,165
11,0,290,0,180
12,0,279,0,191
13,0,266,0,204
14,0,251,0,219
15,0,240,0,230
16,0,229,0,241
17,0,217,0,253
18,0,212,0,258
19,0,202,0,268
20,0,195,0,275
21,0,182,0,288
22,0,169,0,301
23,0,157,0,313
24,0,152,0,318
25,0,144,0,326
26,0,134,0,336
27,0,126,0,344
28,0,115,0,355
29,0,111,0,359
30,0,101,0,369
31,0,93,0,377
32,0,80,0,390
33,0,75,0,395
34,0,67,0,403
35,0,58,0,412
36,0,50,0,420
37,0,43,0,427
38,0,38,0,432
39,0,30,0,440
40,0,27,0,443
41,0,24,0,446
42,0,24,0,446
43,0,23,0,447
44,0,20,0,450
45,0,17,0,453
46,0,16,0,454
47,0,12,0,458
48,0,10,0,460
49,0,6,0,464
50,0,6,0,464
51,0,6,0,464
52,0,5,0,465
53,0,5,0,465
54,0,5,0,465
55,0,3,0,467
56,0,1,0,469
57,0,1,0,469
58,0,1,0,469
59,0,1,0,469
60,0,0,0,470
61,0,0,0,470
62,0,0,0,470
63,0,0,0,470
64,0,0,0,470
65,0,0,0,470
66,0,0,0,470
67,0,0,0,470
68,0,0,0,470
69,0,0,0,470
70,0,0,0,470
71,0,0,0,470
72,0,0,0,470
73,0,0,0,470
74,0,0,0,470
75,0,0,0,470
76,0,0,0,470
77,0,0,0,470
78,0,0,0,470
79,0,0,0,470
80,0,0,0,470
81,0,0,0,470
82,0,0,0,470
83,0,0,0,470
84,0,0,0,470
85,0,0,0,470
86,0,0,0,470
87,0,0,0,470
88,0,0,0,470
89,0,0,0,470
90,0,0,0,470
91,0,0,0,470
92,0,0,0,470
93,0,0,0,470
94,0,0,0,470
95,0,0,0,470
96,0,0,0,470
97,0,0,0,470
98,0,0,0,470
99,0,0,0,470
