N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,5,316,0,0
1,4,118,1,198
2,0,18,5,298
3,0,0,5,316
4,0,0,5,316
5,0,0,5,316
6,0,0,5,316
7,0,0,5,316
8,0,0,5,316
9,0,0,5,316
10,0,0,5,316
11,0,0,5,316
12,0,0,5,316
13,0,0,5,316
14,0,0,5,316
15,0,0,5,316
16,0,0,5,316
17,0,0,5,316
18,0,0,5,316
19,0,0,5,316
20,0,0,5,316
21,0,0,5,316
22,0,0,5,316
23,0,0,5,316
24,0,0,5,316
25,0,0,5,316
26,0,0,5,316
27,0,0,5,316
28,0,0,5,316
29,0,0,5,316
30,0,0,5,316
31,0,0,5,316
32,0,0,5,316
33,0,0,5,316
34,0,0,5,316
35,0,0,5,316
36,0,0,5,316
37,0,0,5,316
38,0,0,5,316
39,0,0,5,316
40,0,0,5,316
41,0,0,5,316
42,0,0,5,316
43,0,0,5,316
44,0,0,5,316
45,0,0,5,316
46,0,0,5,316
47,0,0,5,316
48,0,0,5,316
49,0,0,5,316
50,0,0,5,316
51,0,0,5,316
