N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,173,0,297
2,0,137,0,333
3,0,111,0,359
4,0,89,0,381
5,0,80,0,390
6,0,62,0,408
7,0,52,0,418
8,0,42,0,428
9,0,37,0,433
10,0,35,0,435
11,0,32,0,438
12,0,28,0,442
13,0,25,0,445
14,0,22,0,448
15,0,15,0,455
16,0,14,0,456
17,0,9,0,461
18,0,8,0,462
19,0,7,0,463
20,0,4,0,466
21,0,3,0,467
22,0,3,0,467
23,0,1,0,469
24,0,1,0,469
25,0,1,0,469
26,0,1,0,469
27,0,1,0,469
28,0,0,0,470
29,0,0,0,470
30,0,0,0,470
31,0,0,0,470
32,0,0,0,470
33,0,0,0,470
34,0,0,0,470
35,0,0,0,470
36,0,0,0,470
37,0,0,0,470
38,0,0,0,470
39,0,0,0,470
40,0,0,0,470
41,0,0,0,470
42,0,0,0,470
43,0,0,0,470
44,0,0,0,470
45,0,0,0,470
46,0,0,0,470
47,0,0,0,470
48,0,0,0,470
49,0,0,0,470
50,0,0,0,470
51,0,0,0,470
