N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,461,0,9
2,0,442,0,28
3,0,424,0,46
4,0,407,0,63
5,0,393,0,77
6,0,376,0,94
7,0,369,0,101
8,0,356,0,114
9,0,348,0,122
10,0,344,0,126
11,0,335,0,135
12,0,324,0,146
13,0,316,0,154
14,0,309,0,161
15,0,301,0,169
16,0,291,0,179
17,0,286,0,184
18,0,274,0,196
19,0,261,0,209
20,0,251,0,219
21,0,240,0,230
22,0,225,0,245
23,0,214,0,256
24,0,206,0,264
25,0,191,0,279
26,0,182,0,288
27,0,169,0,301
28,0,163,0,307
29,0,150,0,320
30,0,137,0,333
31,0,130,0,340
32,0,118,0,352
33,0,109,0,361
34,0,100,0,370
35,0,88,0,382
36,0,76,0,394
37,0,67,0,403
38,0,55,0,415
39,0,49,0,421
40,0,48,0,422
41,0,38,0,432
42,0,35,0,435
43,0,30,0,440
44,0,26,0,444
45,0,22,0,448
46,0,19,0,451
47,0,15,0,455
48,0,11,0,459
49,0,11,0,459
50,0,9,0,461
51,0,8,0,462
52,0,5,0,465
53,0,4,0,466
54,0,3,0,467
55,0,2,0,468
56,0,2,0,468
57,0,0,0,470
58,0,0,0,470
59,0,0,0,470
60,0,0,0,470
61,0,0,0,470
62,0,0,0,470
63,0,0,0,470
64,0,0,0,470
65,0,0,0,470
66,0,0,0,470
67,0,0,0,470
68,0,0,0,470
69,0,0,0,470
70,0,0,0,470
71,0,0,0,470
72,0,0,0,470
73,0,0,0,470
74,0,0,0,470
75,0,0,0,470
76,0,0,0,470
77,0,0,0,470
78,0,0,0,470
79,0,0,0,470
80,0,0,0,470
81,0,0,0,470
82,0,0,0,470
83,0,0,0,470
84,0,0,0,470
85,0,0,0,470
86,0,0,0,470
87,0,0,0,470
88,0,0,0,470
89,0,0,0,470
90,0,0,0,470
91,0,0,0,470
92,0,0,0,470
93,0,0,0,470
94,0,0,0,470
95,0,0,0,470
96,0,0,0,470
97,0,0,0,470
98,0,0,0,470
99,0,0,0,470
