N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,269,0,52
2,0,233,0,88
3,0,196,0,125
4,0,162,0,159
5,0,148,0,173
6,0,134,0,187
7,0,123,0,198
8,0,110,0,211
9,0,96,0,225
10,0,88,0,233
11,0,74,0,247
12,0,68,0,253
13,0,52,0,269
14,0,44,0,277
15,0,32,0,289
16,0,29,0,292
17,0,19,0,302
18,0,16,0,305
19,0,14,0,307
20,0,13,0,308
21,0,11,0,310
22,0,8,0,313
23,0,6,0,315
24,0,5,0,316
25,0,5,0,316
26,0,5,0,316
27,0,5,0,316
28,0,3,0,318
29,0,3,0,318
30,0,2,0,319
31,0,1,0,320
32,0,1,0,320
33,0,1,0,320
34,0,1,0,320
35,0,1,0,320
36,0,0,0,321
37,0,0,0,321
38,0,0,0,321
39,0,0,0,321
40,0,0,0,321
41,0,0,0,321
42,0,0,0,321
43,0,0,0,321
44,0,0,0,321
45,0,0,0,321
46,0,0,0,321
47,0,0,0,321
48,0,0,0,321
49,0,0,0,321
50,0,0,0,321
51,0,0,0,321
