N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,425,0,45
2,0,370,0,100
3,0,329,0,141
4,0,278,0,192
5,0,235,0,235
6,0,190,0,280
7,0,164,0,306
8,0,139,0,331
9,0,117,0,353
10,0,104,0,366
11,0,93,0,377
12,0,84,0,386
13,0,76,0,394
14,0,65,0,405
15,0,60,0,410
16,0,52,0,418
17,0,46,0,424
18,0,42,0,428
19,0,40,0,430
20,0,38,0,432
21,0,36,0,434
22,0,31,0,439
23,0,29,0,441
24,0,27,0,443
25,0,25,0,445
26,0,21,0,449
27,0,20,0,450
28,0,16,0,454
29,0,13,0,457
30,0,11,0,459
31,0,9,0,461
32,0,7,0,463
33,0,5,0,465
34,0,4,0,466
35,0,4,0,466
36,0,4,0,466
37,0,3,0,467
38,0,1,0,469
39,0,0,0,470
40,0,0,0,470
41,0,0,0,470
42,0,0,0,470
43,0,0,0,470
44,0,0,0,470
45,0,0,0,470
46,0,0,0,470
47,0,0,0,470
48,0,0,0,470
49,0,0,0,470
50,0,0,0,470
51,0,0,0,470
