N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,270,0,51
2,0,250,0,71
3,0,228,0,93
4,0,206,0,115
5,0,196,0,125
6,0,179,0,142
7,0,171,0,150
8,0,163,0,158
9,0,153,0,168
10,0,142,0,179
11,0,138,0,183
12,0,130,0,191
13,0,125,0,196
14,0,120,0,201
15,0,115,0,206
16,0,107,0,214
17,0,100,0,221
18,0,92,0,229
19,0,80,0,241
20,0,78,0,243
21,0,74,0,247
22,0,68,0,253
23,0,61,0,260
24,0,52,0,269
25,0,41,0,280
26,0,36,0,285
27,0,33,0,288
28,0,30,0,291
29,0,27,0,294
30,0,20,0,301
31,0,18,0,303
32,0,15,0,306
33,0,13,0,308
34,0,11,0,310
35,0,10,0,311
36,0,10,0,311
37,0,9,0,312
38,0,7,0,314
39,0,6,0,315
40,0,5,0,316
41,0,5,0,316
42,0,4,0,317
43,0,4,0,317
44,0,3,0,318
45,0,3,0,318
46,0,3,0,318
47,0,3,0,318
48,0,3,0,318
49,0,3,0,318
50,0,3,0,318
51,0,0,0,321
