N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,308,0,13
2,0,300,0,21
3,0,292,0,29
4,0,285,0,36
5,0,277,0,44
6,0,273,0,48
7,0,266,0,55
8,0,257,0,64
9,0,252,0,69
10,0,248,0,73
11,0,243,0,78
12,0,239,0,82
13,0,232,0,89
14,0,220,0,101
15,0,212,0,109
16,0,205,0,116
17,0,189,0,132
18,0,173,0,148
19,0,159,0,162
20,0,149,0,172
21,0,138,0,183
22,0,124,0,197
23,0,115,0,206
24,0,108,0,213
25,0,98,0,223
26,0,92,0,229
27,0,84,0,237
28,0,80,0,241
29,0,72,0,249
30,0,64,0,257
31,0,55,0,266
32,0,53,0,268
33,0,47,0,274
34,0,43,0,278
35,0,41,0,280
36,0,34,0,287
37,0,33,0,288
38,0,28,0,293
39,0,24,0,297
40,0,23,0,298
41,0,20,0,301
42,0,18,0,303
43,0,16,0,305
44,0,14,0,307
45,0,12,0,309
46,0,10,0,311
47,0,9,0,312
48,0,6,0,315
49,0,5,0,316
50,0,5,0,316
51,0,4,0,317
52,0,3,0,318
53,0,3,0,318
54,0,2,0,319
55,0,0,0,321
56,0,0,0,321
57,0,0,0,321
58,0,0,0,321
59,0,0,0,321
60,0,0,0,321
61,0,0,0,321
62,0,0,0,321
63,0,0,0,321
64,0,0,0,321
65,0,0,0,321
66,0,0,0,321
67,0,0,0,321
68,0,0,0,321
69,0,0,0,321
70,0,0,0,321
71,0,0,0,321
72,0,0,0,321
73,0,0,0,321
74,0,0,0,321
75,0,0,0,321
76,0,0,0,321
77,0,0,0,321
78,0,0,0,321
79,0,0,0,321
80,0,0,0,321
81,0,0,0,321
82,0,0,0,321
83,0,0,0,321
84,0,0,0,321
85,0,0,0,321
86,0,0,0,321
87,0,0,0,321
88,0,0,0,321
89,0,0,0,321
90,0,0,0,321
91,0,0,0,321
92,0,0,0,321
93,0,0,0,321
94,0,0,0,321
95,0,0,0,321
96,0,0,0,321
97,0,0,0,321
98,0,0,0,321
99,0,0,0,321
